# source_id	kind	status	crystal_refs	notes
src/ast/mod.rs::enum::AssertionKind	enum	partial	Regex::Syntax::AST::Assertion::Kind	Missing some variants (WordBoundaryStart, WordBoundaryEnd, WordBoundaryStartAngle, WordBoundaryEndAngle)
src/unicode_tables/script.rs::const::MANDAIC	const	ported	Regex::Syntax::UnicodeTables::Script::MANDAIC	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::MANICHAEAN	const	ported	Regex::Syntax::UnicodeTables::Script::MANICHAEAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::MARCHEN	const	ported	Regex::Syntax::UnicodeTables::Script::MARCHEN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::MASARAM_GONDI	const	ported	Regex::Syntax::UnicodeTables::Script::MASARAM_GONDI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::MEDEFAIDRIN	const	ported	Regex::Syntax::UnicodeTables::Script::MEDEFAIDRIN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::MEETEI_MAYEK	const	ported	Regex::Syntax::UnicodeTables::Script::MEETEI_MAYEK	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::MENDE_KIKAKUI	const	ported	Regex::Syntax::UnicodeTables::Script::MENDE_KIKAKUI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::MEROITIC_CURSIVE	const	ported	Regex::Syntax::UnicodeTables::Script::MEROITIC_CURSIVE	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::MEROITIC_HIEROGLYPHS	const	ported	Regex::Syntax::UnicodeTables::Script::MEROITIC_HIEROGLYPHS	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::MIAO	const	ported	Regex::Syntax::UnicodeTables::Script::MIAO	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::MODI	const	ported	Regex::Syntax::UnicodeTables::Script::MODI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::MONGOLIAN	const	ported	Regex::Syntax::UnicodeTables::Script::MONGOLIAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::MRO	const	ported	Regex::Syntax::UnicodeTables::Script::MRO	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::MULTANI	const	ported	Regex::Syntax::UnicodeTables::Script::MULTANI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::MYANMAR	const	ported	Regex::Syntax::UnicodeTables::Script::MYANMAR	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::NABATAEAN	const	ported	Regex::Syntax::UnicodeTables::Script::NABATAEAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::NAG_MUNDARI	const	ported	Regex::Syntax::UnicodeTables::Script::NAG_MUNDARI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::NANDINAGARI	const	ported	Regex::Syntax::UnicodeTables::Script::NANDINAGARI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::NEWA	const	ported	Regex::Syntax::UnicodeTables::Script::NEWA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::NEW_TAI_LUE	const	ported	Regex::Syntax::UnicodeTables::Script::NEW_TAI_LUE	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::NKO	const	ported	Regex::Syntax::UnicodeTables::Script::NKO	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::NUSHU	const	ported	Regex::Syntax::UnicodeTables::Script::NUSHU	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::NYIAKENG_PUACHUE_HMONG	const	ported	Regex::Syntax::UnicodeTables::Script::NYIAKENG_PUACHUE_HMONG	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::OGHAM	const	ported	Regex::Syntax::UnicodeTables::Script::OGHAM	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::OLD_HUNGARIAN	const	ported	Regex::Syntax::UnicodeTables::Script::OLD_HUNGARIAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::OLD_ITALIC	const	ported	Regex::Syntax::UnicodeTables::Script::OLD_ITALIC	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::OLD_NORTH_ARABIAN	const	ported	Regex::Syntax::UnicodeTables::Script::OLD_NORTH_ARABIAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::OLD_PERMIC	const	ported	Regex::Syntax::UnicodeTables::Script::OLD_PERMIC	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::OLD_PERSIAN	const	ported	Regex::Syntax::UnicodeTables::Script::OLD_PERSIAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::OLD_SOGDIAN	const	ported	Regex::Syntax::UnicodeTables::Script::OLD_SOGDIAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::OLD_SOUTH_ARABIAN	const	ported	Regex::Syntax::UnicodeTables::Script::OLD_SOUTH_ARABIAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::OLD_TURKIC	const	ported	Regex::Syntax::UnicodeTables::Script::OLD_TURKIC	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::OLD_UYGHUR	const	ported	Regex::Syntax::UnicodeTables::Script::OLD_UYGHUR	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::OL_CHIKI	const	ported	Regex::Syntax::UnicodeTables::Script::OL_CHIKI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::OL_ONAL	const	ported	Regex::Syntax::UnicodeTables::Script::OL_ONAL	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::ORIYA	const	ported	Regex::Syntax::UnicodeTables::Script::ORIYA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::OSAGE	const	ported	Regex::Syntax::UnicodeTables::Script::OSAGE	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::OSMANYA	const	ported	Regex::Syntax::UnicodeTables::Script::OSMANYA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::PAHAWH_HMONG	const	ported	Regex::Syntax::UnicodeTables::Script::PAHAWH_HMONG	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::PALMYRENE	const	ported	Regex::Syntax::UnicodeTables::Script::PALMYRENE	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::PAU_CIN_HAU	const	ported	Regex::Syntax::UnicodeTables::Script::PAU_CIN_HAU	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::PHAGS_PA	const	ported	Regex::Syntax::UnicodeTables::Script::PHAGS_PA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::PHOENICIAN	const	ported	Regex::Syntax::UnicodeTables::Script::PHOENICIAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::PSALTER_PAHLAVI	const	ported	Regex::Syntax::UnicodeTables::Script::PSALTER_PAHLAVI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::REJANG	const	ported	Regex::Syntax::UnicodeTables::Script::REJANG	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::RUNIC	const	ported	Regex::Syntax::UnicodeTables::Script::RUNIC	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::SAMARITAN	const	ported	Regex::Syntax::UnicodeTables::Script::SAMARITAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::SAURASHTRA	const	ported	Regex::Syntax::UnicodeTables::Script::SAURASHTRA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::SHARADA	const	ported	Regex::Syntax::UnicodeTables::Script::SHARADA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::SHAVIAN	const	ported	Regex::Syntax::UnicodeTables::Script::SHAVIAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::SIDDHAM	const	ported	Regex::Syntax::UnicodeTables::Script::SIDDHAM	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::SIGNWRITING	const	ported	Regex::Syntax::UnicodeTables::Script::SIGNWRITING	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::SINHALA	const	ported	Regex::Syntax::UnicodeTables::Script::SINHALA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::SOGDIAN	const	ported	Regex::Syntax::UnicodeTables::Script::SOGDIAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::SORA_SOMPENG	const	ported	Regex::Syntax::UnicodeTables::Script::SORA_SOMPENG	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::SOYOMBO	const	ported	Regex::Syntax::UnicodeTables::Script::SOYOMBO	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::SUNDANESE	const	ported	Regex::Syntax::UnicodeTables::Script::SUNDANESE	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::SUNUWAR	const	ported	Regex::Syntax::UnicodeTables::Script::SUNUWAR	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::SYLOTI_NAGRI	const	ported	Regex::Syntax::UnicodeTables::Script::SYLOTI_NAGRI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::SYRIAC	const	ported	Regex::Syntax::UnicodeTables::Script::SYRIAC	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::TAGALOG	const	ported	Regex::Syntax::UnicodeTables::Script::TAGALOG	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::TAGBANWA	const	ported	Regex::Syntax::UnicodeTables::Script::TAGBANWA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::TAI_LE	const	ported	Regex::Syntax::UnicodeTables::Script::TAI_LE	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::TAI_THAM	const	ported	Regex::Syntax::UnicodeTables::Script::TAI_THAM	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::TAI_VIET	const	ported	Regex::Syntax::UnicodeTables::Script::TAI_VIET	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::TAKRI	const	ported	Regex::Syntax::UnicodeTables::Script::TAKRI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::TAMIL	const	ported	Regex::Syntax::UnicodeTables::Script::TAMIL	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::TANGSA	const	ported	Regex::Syntax::UnicodeTables::Script::TANGSA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::TANGUT	const	ported	Regex::Syntax::UnicodeTables::Script::TANGUT	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::TELUGU	const	ported	Regex::Syntax::UnicodeTables::Script::TELUGU	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::THAANA	const	ported	Regex::Syntax::UnicodeTables::Script::THAANA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::THAI	const	ported	Regex::Syntax::UnicodeTables::Script::THAI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::TIBETAN	const	ported	Regex::Syntax::UnicodeTables::Script::TIBETAN	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::TIFINAGH	const	ported	Regex::Syntax::UnicodeTables::Script::TIFINAGH	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::TIRHUTA	const	ported	Regex::Syntax::UnicodeTables::Script::TIRHUTA	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::TODHRI	const	ported	Regex::Syntax::UnicodeTables::Script::TODHRI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::TOTO	const	ported	Regex::Syntax::UnicodeTables::Script::TOTO	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::TULU_TIGALARI	const	ported	Regex::Syntax::UnicodeTables::Script::TULU_TIGALARI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::UGARITIC	const	ported	Regex::Syntax::UnicodeTables::Script::UGARITIC	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::VAI	const	ported	Regex::Syntax::UnicodeTables::Script::VAI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::VITHKUQI	const	ported	Regex::Syntax::UnicodeTables::Script::VITHKUQI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::WANCHO	const	ported	Regex::Syntax::UnicodeTables::Script::WANCHO	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::WARANG_CITI	const	ported	Regex::Syntax::UnicodeTables::Script::WARANG_CITI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::YEZIDI	const	ported	Regex::Syntax::UnicodeTables::Script::YEZIDI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::YI	const	ported	Regex::Syntax::UnicodeTables::Script::YI	Generated script Unicode table constant ported
src/unicode_tables/script.rs::const::ZANABAZAR_SQUARE	const	ported	Regex::Syntax::UnicodeTables::Script::ZANABAZAR_SQUARE	Generated script Unicode table constant ported
src/unicode_tables/script_extension.rs::const::ADLAM	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::ADLAM	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::AHOM	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::AHOM	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::ANATOLIAN_HIEROGLYPHS	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::ANATOLIAN_HIEROGLYPHS	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::ARABIC	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::ARABIC	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::ARMENIAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::ARMENIAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::AVESTAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::AVESTAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::BALINESE	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::BALINESE	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::BAMUM	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::BAMUM	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::BASSA_VAH	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::BASSA_VAH	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::BATAK	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::BATAK	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::BENGALI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::BENGALI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::BHAIKSUKI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::BHAIKSUKI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::BOPOMOFO	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::BOPOMOFO	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::BRAHMI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::BRAHMI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::BRAILLE	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::BRAILLE	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::BUGINESE	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::BUGINESE	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::BUHID	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::BUHID	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::BY_NAME	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::BY_NAME	Normalized script-extension lookup table ported
src/unicode_tables/script_extension.rs::const::CANADIAN_ABORIGINAL	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::CANADIAN_ABORIGINAL	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::CARIAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::CARIAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::CAUCASIAN_ALBANIAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::CAUCASIAN_ALBANIAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::CHAKMA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::CHAKMA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::CHAM	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::CHAM	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::CHEROKEE	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::CHEROKEE	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::CHORASMIAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::CHORASMIAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::COMMON	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::COMMON	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::COPTIC	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::COPTIC	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::CUNEIFORM	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::CUNEIFORM	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::CYPRIOT	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::CYPRIOT	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::CYPRO_MINOAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::CYPRO_MINOAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::CYRILLIC	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::CYRILLIC	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::DESERET	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::DESERET	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::DEVANAGARI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::DEVANAGARI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::DIVES_AKURU	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::DIVES_AKURU	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::DOGRA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::DOGRA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::DUPLOYAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::DUPLOYAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::EGYPTIAN_HIEROGLYPHS	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::EGYPTIAN_HIEROGLYPHS	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::ELBASAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::ELBASAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::ELYMAIC	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::ELYMAIC	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::ETHIOPIC	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::ETHIOPIC	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::GARAY	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::GARAY	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::GEORGIAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::GEORGIAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::GLAGOLITIC	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::GLAGOLITIC	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::GOTHIC	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::GOTHIC	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::GRANTHA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::GRANTHA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::GREEK	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::GREEK	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::GUJARATI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::GUJARATI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::GUNJALA_GONDI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::GUNJALA_GONDI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::GURMUKHI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::GURMUKHI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::GURUNG_KHEMA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::GURUNG_KHEMA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::HAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::HAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::HANGUL	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::HANGUL	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::HANIFI_ROHINGYA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::HANIFI_ROHINGYA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::HANUNOO	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::HANUNOO	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::HATRAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::HATRAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::HEBREW	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::HEBREW	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::HIRAGANA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::HIRAGANA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::IMPERIAL_ARAMAIC	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::IMPERIAL_ARAMAIC	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::INHERITED	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::INHERITED	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::INSCRIPTIONAL_PAHLAVI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::INSCRIPTIONAL_PAHLAVI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::INSCRIPTIONAL_PARTHIAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::INSCRIPTIONAL_PARTHIAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::JAVANESE	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::JAVANESE	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::KAITHI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::KAITHI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::KANNADA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::KANNADA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::KATAKANA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::KATAKANA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::KAWI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::KAWI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::KAYAH_LI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::KAYAH_LI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::KHAROSHTHI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::KHAROSHTHI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::KHITAN_SMALL_SCRIPT	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::KHITAN_SMALL_SCRIPT	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::KHMER	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::KHMER	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::KHOJKI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::KHOJKI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::KHUDAWADI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::KHUDAWADI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::KIRAT_RAI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::KIRAT_RAI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::LAO	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::LAO	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::LATIN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::LATIN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::LEPCHA	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::LEPCHA	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::LIMBU	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::LIMBU	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::LINEAR_A	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::LINEAR_A	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::LINEAR_B	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::LINEAR_B	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::LISU	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::LISU	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::LYCIAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::LYCIAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::LYDIAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::LYDIAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::MAHAJANI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::MAHAJANI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::MAKASAR	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::MAKASAR	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::MALAYALAM	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::MALAYALAM	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::MANDAIC	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::MANDAIC	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::MANICHAEAN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::MANICHAEAN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::MARCHEN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::MARCHEN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::MASARAM_GONDI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::MASARAM_GONDI	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::MEDEFAIDRIN	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::MEDEFAIDRIN	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::MEETEI_MAYEK	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::MEETEI_MAYEK	Generated script-extension Unicode table constant ported
src/unicode_tables/script_extension.rs::const::MENDE_KIKAKUI	const	ported	Regex::Syntax::UnicodeTables::ScriptExtension::MENDE_KIKAKUI	Generated script-extension Unicode table constant ported
